,Unnamed: 0.1,Unnamed: 0,manuscript_title,team,doi_pre,doi_pub,original_research,OpenAlex_ID,ListofAlexIds,ListofNames,ListofOrcids,Role,Team,FirstLastName,ReferencedWorks,NumReferencedWorks,NumInternalReferences,CitedByCount,CitedByInternal,CleanedTeam,TeamsThatCited,ReferencedTeams,IntReferences,ReferencedIndividuals,CleanedTeams,CleanedPeople,DateCreated
762,4946,4946.0,RASP: Optimal single fluorescent puncta detection in complex cellular backgrounds,Wood,10.1101/2023.12.18.572148,10.1021/acs.jpcb.4c00174,1.0,W4394622590,A5101470156,Sonia Gandhi,0000-0003-4395-2661,Co-PI,Team Wood,Sonia Gandhi,"['W1486131515', 'W1968260899', 'W1974565082', 'W1976799229', 'W1999085806', 'W2054868321', 'W2062552264', 'W2073449985', 'W2076288064', 'W2076783291', 'W2092504515', 'W2097053416', 'W2113146347', 'W2120504118', 'W2129078957', 'W2133059825', 'W2141201649', 'W2161413685', 'W2165149777', 'W2406725268', 'W2512505748', 'W2621895366', 'W2738075018', 'W2744875884', 'W2775514330', 'W2794081436', 'W2934437784', 'W2952246324', 'W2997723830', 'W3118644131', 'W3189077284', 'W3203364159', 'W3207451621', 'W4211044101', 'W4220677459', 'W4296773810', 'W4298005216', 'W4307167628', 'W4317952698', 'W4319593954', 'W4323811077', 'W4360611437', 'W4378070234', 'W4378782939', 'W4380786137', 'W4385690752', 'W4387989882', 'W4388625765', 'W4389670555']",49,1,3.0,0.0,"['Team Wood', 'Team Hardy']",[],['Team Wood'],['W4319593954'],['Steven Lee'],"['Team Wood', 'Team Hardy']","['Tammaryn Lashley', 'Mina Ryten', 'Nicholas Wood', 'Michele Vendruscolo', 'Sonia Gandhi', 'Steven Lee']",2024-04-10
763,4949,4949.0,RASP: Optimal single fluorescent puncta detection in complex cellular backgrounds,Wood,10.1101/2023.12.18.572148,10.1021/acs.jpcb.4c00174,1.0,W4394622590,A5061407972,Steven F. Lee,0000-0003-4492-5139,Co-PI,Team Wood,Steven Lee,"['W1486131515', 'W1968260899', 'W1974565082', 'W1976799229', 'W1999085806', 'W2054868321', 'W2062552264', 'W2073449985', 'W2076288064', 'W2076783291', 'W2092504515', 'W2097053416', 'W2113146347', 'W2120504118', 'W2129078957', 'W2133059825', 'W2141201649', 'W2161413685', 'W2165149777', 'W2406725268', 'W2512505748', 'W2621895366', 'W2738075018', 'W2744875884', 'W2775514330', 'W2794081436', 'W2934437784', 'W2952246324', 'W2997723830', 'W3118644131', 'W3189077284', 'W3203364159', 'W3207451621', 'W4211044101', 'W4220677459', 'W4296773810', 'W4298005216', 'W4307167628', 'W4317952698', 'W4319593954', 'W4323811077', 'W4360611437', 'W4378070234', 'W4378782939', 'W4380786137', 'W4385690752', 'W4387989882', 'W4388625765', 'W4389670555']",49,1,3.0,0.0,"['Team Wood', 'Team Hardy']",[],['Team Wood'],['W4319593954'],['Steven Lee'],"['Team Wood', 'Team Hardy']","['Tammaryn Lashley', 'Mina Ryten', 'Nicholas Wood', 'Michele Vendruscolo', 'Sonia Gandhi', 'Steven Lee']",2024-04-10
764,4970,4970.0,Protein aggregation and calcium dysregulation are hallmarks of familial Parkinson’s disease in midbrain dopaminergic neurons,Wood,10.1101/2022.10.28.514238,10.1038/s41531-022-00423-7,1.0,W4309907185,A5054181982,Dario R. Alessi,0000-0002-2140-9185,Lead-PI,Team Alessi,Dario Alessi,"['W1496790952', 'W1507813580', 'W1527671059', 'W1964460387', 'W1964853658', 'W1971059614', 'W1979527613', 'W1986625112', 'W1991145775', 'W2006200262', 'W2051087311', 'W2054868321', 'W2062859898', 'W2087786585', 'W2102678193', 'W2106466768', 'W2123431154', 'W2127508962', 'W2130128490', 'W2130916594', 'W2134964344', 'W2137753785', 'W2142768012', 'W2143515674', 'W2152983548', 'W2168126136', 'W2176451886', 'W2261503230', 'W2279088384', 'W2297352149', 'W2463195069', 'W2525696342', 'W2543278732', 'W2544973020', 'W2589952538', 'W2605465471', 'W2751773317', 'W2758608092', 'W2766437506', 'W2775514330', 'W2791425412', 'W2794480084', 'W2795236460', 'W2805954533', 'W2807653293', 'W2809560694', 'W2883474184', 'W2890071927', 'W2900489664', 'W2903878429', 'W2912581779', 'W2944073176', 'W2949177718', 'W2950372712', 'W2952100718', 'W2953151710', 'W2971120492', 'W2986041539', 'W2989971001', 'W3008786370', 'W3016770650', 'W3018835152', 'W3037455611', 'W3047141442', 'W3087638535', 'W3113414713', 'W3121112961', 'W3184827149', 'W4211044101', 'W4235735760', 'W4297407199']",71,0,38.0,0.0,"['Team Wood', 'Team Alessi', 'Team Hardy']",[],[],[],[],"['Team Alessi', 'Team Wood']","['Dario Alessi', 'Mathew Horrocks', 'Sonia Gandhi']",2022-11-30
765,4972,4972.0,Protein aggregation and calcium dysregulation are hallmarks of familial Parkinson’s disease in midbrain dopaminergic neurons,Wood,10.1101/2022.10.28.514238,10.1038/s41531-022-00423-7,1.0,W4309907185,A5041913324,Mathew H. Horrocks,0000-0001-5495-5492,Collaborating PI,Team Wood,Mathew Horrocks,"['W1496790952', 'W1507813580', 'W1527671059', 'W1964460387', 'W1964853658', 'W1971059614', 'W1979527613', 'W1986625112', 'W1991145775', 'W2006200262', 'W2051087311', 'W2054868321', 'W2062859898', 'W2087786585', 'W2102678193', 'W2106466768', 'W2123431154', 'W2127508962', 'W2130128490', 'W2130916594', 'W2134964344', 'W2137753785', 'W2142768012', 'W2143515674', 'W2152983548', 'W2168126136', 'W2176451886', 'W2261503230', 'W2279088384', 'W2297352149', 'W2463195069', 'W2525696342', 'W2543278732', 'W2544973020', 'W2589952538', 'W2605465471', 'W2751773317', 'W2758608092', 'W2766437506', 'W2775514330', 'W2791425412', 'W2794480084', 'W2795236460', 'W2805954533', 'W2807653293', 'W2809560694', 'W2883474184', 'W2890071927', 'W2900489664', 'W2903878429', 'W2912581779', 'W2944073176', 'W2949177718', 'W2950372712', 'W2952100718', 'W2953151710', 'W2971120492', 'W2986041539', 'W2989971001', 'W3008786370', 'W3016770650', 'W3018835152', 'W3037455611', 'W3047141442', 'W3087638535', 'W3113414713', 'W3121112961', 'W3184827149', 'W4211044101', 'W4235735760', 'W4297407199']",71,0,38.0,0.0,"['Team Wood', 'Team Alessi', 'Team Hardy']",[],[],[],[],"['Team Alessi', 'Team Wood']","['Dario Alessi', 'Mathew Horrocks', 'Sonia Gandhi']",2022-11-30
766,4975,4975.0,Protein aggregation and calcium dysregulation are hallmarks of familial Parkinson’s disease in midbrain dopaminergic neurons,Wood,10.1101/2022.10.28.514238,10.1038/s41531-022-00423-7,1.0,W4309907185,A5101470156,Sonia Gandhi,0000-0003-4395-2661,Co-PI,Team Wood,Sonia Gandhi,"['W1496790952', 'W1507813580', 'W1527671059', 'W1964460387', 'W1964853658', 'W1971059614', 'W1979527613', 'W1986625112', 'W1991145775', 'W2006200262', 'W2051087311', 'W2054868321', 'W2062859898', 'W2087786585', 'W2102678193', 'W2106466768', 'W2123431154', 'W2127508962', 'W2130128490', 'W2130916594', 'W2134964344', 'W2137753785', 'W2142768012', 'W2143515674', 'W2152983548', 'W2168126136', 'W2176451886', 'W2261503230', 'W2279088384', 'W2297352149', 'W2463195069', 'W2525696342', 'W2543278732', 'W2544973020', 'W2589952538', 'W2605465471', 'W2751773317', 'W2758608092', 'W2766437506', 'W2775514330', 'W2791425412', 'W2794480084', 'W2795236460', 'W2805954533', 'W2807653293', 'W2809560694', 'W2883474184', 'W2890071927', 'W2900489664', 'W2903878429', 'W2912581779', 'W2944073176', 'W2949177718', 'W2950372712', 'W2952100718', 'W2953151710', 'W2971120492', 'W2986041539', 'W2989971001', 'W3008786370', 'W3016770650', 'W3018835152', 'W3037455611', 'W3047141442', 'W3087638535', 'W3113414713', 'W3121112961', 'W3184827149', 'W4211044101', 'W4235735760', 'W4297407199']",71,0,38.0,0.0,"['Team Wood', 'Team Alessi', 'Team Hardy']",[],[],[],[],"['Team Alessi', 'Team Wood']","['Dario Alessi', 'Mathew Horrocks', 'Sonia Gandhi']",2022-11-30
767,5004,5004.0,Pathological structural conversion of α-synuclein at the mitochondria induces neuronal toxicity,Wood,10.1101/2022.06.07.494932,10.1038/s41593-022-01140-3,1.0,W4293581901,A5041913324,Mathew H. Horrocks,0000-0001-5495-5492,Collaborating PI,Team Wood,Mathew Horrocks,"['W1527671059', 'W1567588704', 'W1675275370', 'W179001460', 'W1815242288', 'W1965888147', 'W1966130903', 'W1970611232', 'W1986477156', 'W1992858116', 'W2009556855', 'W2011011528', 'W2015932693', 'W2018633688', 'W2023245921', 'W2029542141', 'W2041831342', 'W2054868321', 'W2055029031', 'W2059608066', 'W2073691399', 'W2082314612', 'W2094932278', 'W2095767025', 'W2106466768', 'W2112870272', 'W2113097520', 'W2123431154', 'W2130916594', 'W2136956472', 'W2150656456', 'W2152962886', 'W2154737306', 'W2162080408', 'W2162660025', 'W2194293559', 'W2257230315', 'W2279088384', 'W2352644630', 'W2489821848', 'W2512757939', 'W2525696342', 'W2580035316', 'W2583762284', 'W2601865694', 'W2611519591', 'W2766690409', 'W2791425412', 'W2796389302', 'W2805954533', 'W2807663565', 'W2809560694', 'W2883474184', 'W2912581779', 'W2921106634', 'W2933400210', 'W2936255132', 'W2948727038', 'W2953014442', 'W2963673836', 'W2993040260', 'W3000003972', 'W3002202489', 'W3002969891', 'W3008786370', 'W3018835152', 'W3034983142', 'W3048909645', 'W3096855174', 'W57204738']",70,0,155.0,3.0,"['Team Wood', 'Team Hardy']","['Team Schapira', 'Team Liddle', 'Team Alessi']",[],[],[],['Team Wood'],"['Mathew Horrocks', 'Sonia Gandhi']",2022-08-30
768,5005,5005.0,Pathological structural conversion of α-synuclein at the mitochondria induces neuronal toxicity,Wood,10.1101/2022.06.07.494932,10.1038/s41593-022-01140-3,1.0,W4293581901,A5101470156,Sonia Gandhi,0000-0003-4395-2661,Co-PI,Team Wood,Sonia Gandhi,"['W1527671059', 'W1567588704', 'W1675275370', 'W179001460', 'W1815242288', 'W1965888147', 'W1966130903', 'W1970611232', 'W1986477156', 'W1992858116', 'W2009556855', 'W2011011528', 'W2015932693', 'W2018633688', 'W2023245921', 'W2029542141', 'W2041831342', 'W2054868321', 'W2055029031', 'W2059608066', 'W2073691399', 'W2082314612', 'W2094932278', 'W2095767025', 'W2106466768', 'W2112870272', 'W2113097520', 'W2123431154', 'W2130916594', 'W2136956472', 'W2150656456', 'W2152962886', 'W2154737306', 'W2162080408', 'W2162660025', 'W2194293559', 'W2257230315', 'W2279088384', 'W2352644630', 'W2489821848', 'W2512757939', 'W2525696342', 'W2580035316', 'W2583762284', 'W2601865694', 'W2611519591', 'W2766690409', 'W2791425412', 'W2796389302', 'W2805954533', 'W2807663565', 'W2809560694', 'W2883474184', 'W2912581779', 'W2921106634', 'W2933400210', 'W2936255132', 'W2948727038', 'W2953014442', 'W2963673836', 'W2993040260', 'W3000003972', 'W3002202489', 'W3002969891', 'W3008786370', 'W3018835152', 'W3034983142', 'W3048909645', 'W3096855174', 'W57204738']",70,0,155.0,3.0,"['Team Wood', 'Team Hardy']","['Team Schapira', 'Team Liddle', 'Team Alessi']",[],[],[],['Team Wood'],"['Mathew Horrocks', 'Sonia Gandhi']",2022-08-30
769,5009,5009.0,Modulation of α-synuclein in vitro aggregation kinetics by its alternative splice isoforms,Wood,,10.1073/pnas.2313465121,1.0,W4391594219,A5038452125,Michele Vendruscolo,0000-0002-3616-1610,Co-PI,Team Wood,Michele Vendruscolo,"['W1527671059', 'W1680110353', 'W1966130903', 'W1995191747', 'W1998388651', 'W2001077544', 'W2001592445', 'W2012534156', 'W2018633688', 'W2032392617', 'W2033945950', 'W2037396698', 'W2040526078', 'W2042553854', 'W2048886588', 'W2050375429', 'W2052660967', 'W2054868321', 'W2056626063', 'W2061600803', 'W2063014820', 'W2064746087', 'W2070165224', 'W2072675976', 'W2074344122', 'W2080765656', 'W2088522352', 'W2103083136', 'W2103986409', 'W2115928405', 'W2121937669', 'W2130323165', 'W2155477793', 'W2225657959', 'W2253387945', 'W2512757939', 'W2596316072', 'W2743603209', 'W2775514330', 'W2786505886', 'W2789417064', 'W2804964390', 'W2897110091', 'W2913447125', 'W2935986978', 'W2958870997', 'W2993466834', 'W3011477582', 'W3020342855', 'W3025486771', 'W3153353349', 'W3174664487', 'W3212853007', 'W4211044101', 'W4214831234', 'W4220819193', 'W4241279990', 'W4288447343', 'W4296773810', 'W4311423541', 'W4385737657', 'W4386697790']",62,0,,,,,[],[],[],['Team Wood'],['Michele Vendruscolo'],2024-02-08
770,5028,5028.0,Integrated single cell and unsupervised spatial transcriptomic analysis defines molecular anatomy of the human dorsolateral prefrontal cortex,Wood,10.1101/2023.02.15.528722,10.1126/science.adh1938,1.0,W4398250232,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Team Hardy,Mina Ryten,"['W1870945167', 'W2011443278', 'W2015159529', 'W2042789810', 'W2066513665', 'W2087123651', 'W2094416046', 'W2101234009', 'W2107018762', 'W2107940314', 'W2114104545', 'W2115521875', 'W2146512944', 'W2156809536', 'W2269834552', 'W229097380', 'W2406250479', 'W2516455020', 'W2540833380', 'W2557833574', 'W2751012569', 'W2762917390', 'W2807856729', 'W2940256315', 'W2942678593', 'W2946016273', 'W2948150815', 'W2951158909', 'W2953068997', 'W2969948459', 'W2984472267', 'W2996171578', 'W2997280954', 'W2998065416', 'W3011286936', 'W3020538763', 'W3022553019', 'W3037329734', 'W3108118546', 'W3111521801', 'W3114373167', 'W3119995072', 'W3126958162', 'W3127422037', 'W3164692211', 'W3165120573', 'W3175922295', 'W3187020241', 'W3203240306', 'W3203631316', 'W3204443805', 'W3208940117', 'W3216124552', 'W4205817967', 'W4221058010', 'W4223520055', 'W4224214507', 'W4225343266', 'W4225678977', 'W4280533477', 'W4281716326', 'W4281716652', 'W4283718372', 'W4283825220', 'W4293242863', 'W4294335635', 'W4294653847', 'W4304820643', 'W4308361273', 'W4309306035', 'W4311404503', 'W4312094540', 'W4317215046', 'W4322738920', 'W4383820766', 'W4383893162', 'W4388638514', 'W4389454564', 'W4389938094', 'W4398250103', 'W4398250214', 'W4398250269']",82,0,24.0,0.0,"['Team Wood', 'Team Hardy']",[],[],[],[],"['Team Hardy', 'Team Wood']",['Mina Ryten'],2024-05-24
771,5029,5029.0,Integrated single cell and unsupervised spatial transcriptomic analysis defines molecular anatomy of the human dorsolateral prefrontal cortex,Wood,10.1101/2023.02.15.528722,10.1126/science.adh1938,1.0,W4398250232,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Team Wood,Mina Ryten,"['W1870945167', 'W2011443278', 'W2015159529', 'W2042789810', 'W2066513665', 'W2087123651', 'W2094416046', 'W2101234009', 'W2107018762', 'W2107940314', 'W2114104545', 'W2115521875', 'W2146512944', 'W2156809536', 'W2269834552', 'W229097380', 'W2406250479', 'W2516455020', 'W2540833380', 'W2557833574', 'W2751012569', 'W2762917390', 'W2807856729', 'W2940256315', 'W2942678593', 'W2946016273', 'W2948150815', 'W2951158909', 'W2953068997', 'W2969948459', 'W2984472267', 'W2996171578', 'W2997280954', 'W2998065416', 'W3011286936', 'W3020538763', 'W3022553019', 'W3037329734', 'W3108118546', 'W3111521801', 'W3114373167', 'W3119995072', 'W3126958162', 'W3127422037', 'W3164692211', 'W3165120573', 'W3175922295', 'W3187020241', 'W3203240306', 'W3203631316', 'W3204443805', 'W3208940117', 'W3216124552', 'W4205817967', 'W4221058010', 'W4223520055', 'W4224214507', 'W4225343266', 'W4225678977', 'W4280533477', 'W4281716326', 'W4281716652', 'W4283718372', 'W4283825220', 'W4293242863', 'W4294335635', 'W4294653847', 'W4304820643', 'W4308361273', 'W4309306035', 'W4311404503', 'W4312094540', 'W4317215046', 'W4322738920', 'W4383820766', 'W4383893162', 'W4388638514', 'W4389454564', 'W4389938094', 'W4398250103', 'W4398250214', 'W4398250269']",82,0,24.0,0.0,"['Team Wood', 'Team Hardy']",[],[],[],[],"['Team Hardy', 'Team Wood']",['Mina Ryten'],2024-05-24
772,5260,5260.0,POLCAM: Instant molecular orientation microscopy for the life sciences,Wood,10.1101/2023.02.07.527479,,1.0,W4319593954,A5061407972,Steven F. Lee,0000-0003-4492-5139,Co-PI,Team Wood,Steven Lee,"['W1531580640', 'W1594344520', 'W1969280221', 'W1974668176', 'W1978866923', 'W1987511898', 'W1992858116', 'W2010804596', 'W2010932144', 'W2020296987', 'W2021810362', 'W2047832775', 'W2054455698', 'W2058713124', 'W2065490663', 'W2066204038', 'W2070353646', 'W2071000865', 'W2094203004', 'W2094328722', 'W2097766254', 'W2101336703', 'W2106111212', 'W2127466935', 'W2134396482', 'W2149614912', 'W2152705036', 'W2153093543', 'W2160207806', 'W2164044612', 'W2169861527', 'W2172129182', 'W2316685521', 'W2507418722', 'W2551170455', 'W2618167415', 'W2805114637', 'W2808284303', 'W2810318887', 'W2883135515', 'W2910766595', 'W2916723414', 'W2923049893', 'W2967044247', 'W2972257984', 'W3022238431', 'W3041682635', 'W3094176644', 'W3099779634', 'W3120293767', 'W3134986029', 'W3177200628', 'W3189852397', 'W3205640991', 'W3212779545', 'W3217089405', 'W4205658184', 'W4225472184', 'W4226066364', 'W4238236906', 'W4243818648', 'W4281735069', 'W4283777134', 'W4294992084', 'W4294992219', 'W4308372262', 'W4396752503', 'W4396760668', 'W4396768699', 'W4396768765', 'W4396769303', 'W4396769512']",72,0,,,,,[],[],[],['Team Wood'],['Steven Lee'],2023-02-09
773,5292,5292.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5015406158,Peter J. Magill,0000-0001-7141-7071,Co-PI,Team Cragg,Peter Magill,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
774,5293,5293.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5063134863,Zane Jaunmuktane,0000-0001-7738-8881,Co-PI,Team Hardy,Zane Jaunmuktane,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
775,5294,5294.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5063134863,Zane Jaunmuktane,0000-0001-7738-8881,Collaborating PI,Team Voet,Zane Jaunmuktane,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
776,5297,5297.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5020514779,John Hardy,0000-0002-3122-0423,Lead-PI,Team Hardy,John Hardy,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
777,5298,5298.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5050946548,Tammaryn Lashley,0000-0001-7389-0348,Collaborating PI,Team Wood,Tammaryn Lashley,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
778,5299,5299.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Team Hardy,Mina Ryten,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
779,5300,5300.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5042439287,Mina Ryten,0000-0001-9520-6957,Co-PI,Team Wood,Mina Ryten,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
780,5301,5301.0,Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,1.0,W4391947555,A5038452125,Michele Vendruscolo,0000-0002-3616-1610,Co-PI,Team Wood,Michele Vendruscolo,"['W1501190799', 'W1974746689', 'W1976799229', 'W1982535961', 'W2030396921', 'W2073449985', 'W2076507262', 'W2084531473', 'W2133059825', 'W2135179452', 'W2139506875', 'W2144134833', 'W2145147096', 'W2154741421', 'W2157155969', 'W2158968528', 'W2257230315', 'W2310133706', 'W2329808372', 'W244729084', 'W2464977649', 'W2560511804', 'W2580035316', 'W2745164635', 'W2883474184', 'W2912194425', 'W2953014442', 'W3018835152', 'W3118426862', 'W3118644131', 'W3169544636', 'W3189489007', 'W4290038953', 'W4294843283', 'W4360611437', 'W4386033694', 'W4389429927', 'W4389903258', 'W4390985882', 'W638709276']",40,0,,,,,[],[],[],"['Team Cragg', 'Team Hardy', 'Team Voet', 'Team Wood']","['Peter Magill', 'Zane Jaunmuktane', 'John Hardy', 'Tammaryn Lashley', 'Mina Ryten', 'Michele Vendruscolo', 'Nicholas Wood', 'Sonia Gandhi', 'Steven Lee']",2024-02-20
