Title,team,doi_pre,doi_pub,date_added_preprint,date_added_publication,source_preprint,source_publication,original,notes,Preprint in SF tracker,publication in SF tracker,apc_amount,apc_status,OpenAlex_ID
PARK15/FBXO7 is dispensable for PINK1/Parkin mitophagy in iNeurons and HeLa cell systems,Harper,10.1101/2022.11.02.514817,10.15252/embr.202256399,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4381164613
"Regulatory imbalance between LRRK2 kinase, PPM1H phosphatase, and ARF6 GTPase disrupts the axonal transport of autophagosomes",Hurley,10.1101/2022.11.14.516471,10.1016/j.celrep.2023.112448,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4367625974
Structure of LRRK1 and mechanisms of autoinhibition and activation,Reck-Peterson,10.1101/2022.11.22.517582,10.1038/s41594-023-01109-1,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4387782462
"Golgi-IP, a novel tool for multimodal analysis of Golgi molecular content",Alessi,10.1101/2022.11.22.517583,10.1073/pnas.2219953120,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4375956084
Temporal landscape of mitochondrial proteostasis governed by the UPRmt,Hurley,10.1101/2022.11.30.518286,10.1126/sciadv.adh8228,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4386952060
Proteome census upon nutrient stress reveals Golgiphagy membrane receptors | Nature,Harper,10.1101/2022.12.06.519342,10.1038/s41586-023-06657-6,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4387095425
Conserved and cell type-specific transcriptional responses to IFN-γ in the ventral midbrain,Sulzer,10.1101/2022.12.14.520294,10.1016/j.bbi.2023.04.008,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4366814678
Novel green fluorescent polyamines to analyze ATP13A2 and ATP13A3 activity in the mammalian polyamine transport system,Vangheluwe,10.1101/2022.12.15.520427,10.3390/biom13020337,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4319971674
LRRK2 suppresses lysosome degradative activity in macrophages and microglia through MiT-TFE transcription factor inhibition | PNAS,De Camilli,10.1101/2022.12.17.520834,10.1073/pnas.2303789120,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4385191034
Unique functional responses differentially map onto genetic subtypes of dopamine neurons,Awatramani,10.1101/2022.12.19.521076,10.1038/s41593-023-01401-9,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,10.1101/2022.06.20.496872 This publication appears to have 2 preprints.,1.0,1,,,W4385543838
Serine-129 phosphorylation of α-synuclein is an activity-dependent trigger for physiologic protein-protein interactions and synaptic function: Neuron (cell.com),Gradinaru,10.1101/2022.12.22.521485,10.1016/j.neuron.2023.11.020,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4389992959
Protein network analysis links the NSL complex to Parkinson’s disease and mitochondrial biology,Hardy,10.1101/2023.01.27.524249,10.1039/d2mo00325b,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4380683663
LINE-1 retrotransposons drive human neuronal transcriptome complexity and functional diversification | Science Advances,Jakobsson,10.1101/2023.03.04.531072,10.1126/sciadv.adh9543,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4388173917
Circular RNAs in the human brain are tailored to neuron identity and neuropsychiatric disease,Scherzer,10.1101/2023.04.01.535194,10.1038/s41467-023-40348-0,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4386833452
α-synuclein expression in response to bacterial ligands and metabolites in gut enteroendocrine cells,Schapira,10.1101/2023.04.02.535274,10.1093/braincomms/fcad285,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4387928799
Population fraction of Parkinson’s disease attributable to preventable risk factors - PMC (nih.gov),Liddle,10.1101/2023.05.19.23290231,10.1038/s41531-023-00603-z,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4389331336
Genetic meta-analysis of levodopa induced dyskinesia in Parkinson’s disease | npj Parkinson's Disease (nature.com),Hardy,10.1101/2023.05.24.23290362,10.1038/s41531-023-00573-2,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4386316574
The lipid flippase ATP10B enables cellular lipid uptake under stress conditions,Vangheluwe,10.1101/2023.06.01.543059,10.1016/j.bbamcr.2023.119652,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4389570670
α-Synuclein Promotes Neuronal Dysfunction and Death by Disrupting the Binding of Ankyrin to β-Spectrin,Scherzer,10.1101/2023.06.02.543481,10.1523/JNEUROSCI.1922-22.2022,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4317384288
A role for the subthalamic nucleus in aversive learning,Awatramani,10.1101/2023.07.18.549513,10.1016/j.celrep.2023.113328,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4388335298
Phenotypic effect of GBA1 variants in individuals with and without Parkinson's disease: The RAPSODI study - PubMed (nih.gov),Schapira,10.1101/2023.07.25.23291637,10.1016/j.nbd.2023.106343,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4388304230
Comparative analysis of methods to reduce activation signature gene expression in PBMCs,Desjardins,10.1101/2023.07.31.549036,10.1038/s41598-023-49611-2,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4390338919
Feed-forward metabotropic signaling by Cav1 Ca2+ channels supports pacemaking in pedunculopontine cholinergic neurons,Surmeier,10.1101/2023.08.05.552108,10.1016/j.nbd.2023.106328,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4387675855
Adaptor protein-3 produces synaptic vesicles that release phasic dopamine | PNAS,Edwards,10.1101/2023.08.07.552338,10.1073/pnas.2309843120,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4387448734
"Erythroid Differentiation Dependent Interaction of VPS13A with XK at the Plasma Membrane of K562 Cells - Chase Amos, Peng Xu, Pietro De Camilli, 2023 (sagepub.com)",De Camilli,10.1101/2023.08.09.552634,10.1177/25152564231215133,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4390118003
Systems-level analyses dissociate genetic regualtors of reactive oxygen species and energy production,Edwards,10.1101/2023.10.14.562276,10.1073/pnas.2307904121,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,5800.0,Paid,W4390734167
"Targeted micro-fiber arrays for measuring and manipulating localized multi-scale neural dynamics over large, deep brain volumes during behavior",Cragg,10.1101/2023.11.17.567425,10.1016/j.neuron.2023.12.011,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,9080.0,Paid,W4391056187
Glucocerebrosidase is imported into mitochondria and preserves complex I integrity and energy metabolism,Schapira,10.21203/rs.3.rs-1521848/v1,10.1038/s41467-023-37454-4,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4362692584
Oncogenic BRAFV600E induces microglial proliferation through extracellular signal-regulated kinase and neuronal death through c-Jun N-terminal kinase,Chen,10.21203/rs.3.rs-220057/v2,10.4103/1673-5374.361516,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4312195675
Evaluation of an adapted semi-automated DNA extraction for human salivary shotgun metagenomics,Schapira,10.21203/rs.3.rs-2762553/v1,10.3390/biom13101505,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4387531995
Melanocortin 1 receptor activation protects against alpha-synuclein pathologies in models of Parkinson’s disease,Chen,10.21203/rs.3.rs-286792/v1,10.1186/s13024-022-00520-4,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4214701465
SARS-CoV-2 infection causes dopaminergic neuron senescence: Cell Stem Cell,Studer,10.21203/rs.3.rs-513461/v1,10.1016/j.stem.2023.12.012,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4390942359
Macroscopic dynamics of neural networks with heterogeneous spiking thresholds,Surmeier,10.48550/arXiv.2209.03501,10.1103/PhysRevE.107.024306,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4321111295
PyRates—A code-generation tool for modeling dynamical systems in biology and beyond | PLOS Computational Biology,Surmeier,10.48550/arXiv.2302.03763,10.1371/journal.pcbi.1011761,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4390264077
Loss of Tau Expression Attenuates Neurodegeneration Associated with α-Synucleinopathy,Lee,10.21203/rs.3.rs-1150251/v1,10.1186/s40035-022-00309-x,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4283764255
Adult-specific Reelin expression alters striatal neuronal organization: implications for neuropsychiatric disorders,Vila,10.1101/2023.01.21.525025,10.3389/fncel.2023.1143319,before_doi_tracker,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,,,W4366547833
Neural heterogeneity controls computations in spiking neural networks,Surmeier,10.48550/arXiv.2206.08813,10.1073/pnas.2311885121,2024-02-12 00:00:00,before_doi_tracker,before_doi_tracker,before_doi_tracker,1,,1.0,1,5300.0,Paid,W4390691678
The remote assessment of parkinsonism supporting the ongoing development of interventions in Gaucher disease,Schapira,10.1101/2021.07.21.21260533,10.2217/nmt-2021-0032,2024-04-22 00:00:00,before_doi_tracker,biorxiv,before_doi_tracker,0,,,,,,W3206328474
"The IPDGC/GP2 Hackathon - an open science event for training in data science, genomics, and collaboration using Parkinson’s disease data",GP2,10.1101/2022.05.04.490670,10.1038/s41531-023-00472-6,2024-02-21 00:00:00,before_doi_tracker,biorxiv,before_doi_tracker,0,,1.0,0,,,W4323050121
Diabetes and neuroaxonal damage in Parkinson’s disease,Hardy,10.1101/2022.04.19.22274027,10.1002/mds.29067,2024-02-21 00:00:00,before_doi_tracker,biorxiv,before_doi_tracker,1,"this was previously marked as a review, but I think it's original research; albeit a commentary on another article. (Robert)",,0,,,W4286268352
Assessment of heterogeneity and disease onset in the Parkinson’s Progression Markers Initiative (PPMI) cohort using the α-synuclein seed amplification assay: a cross-sectional study,PPMI,10.1101/2023.02.27.23286156,10.1016/S1474-4422(23)00109-6,2024-06-11 00:00:00,before_doi_tracker,comp,before_doi_tracker,1,,1.0,1,,,W4365459497
Anionic nanoplastic contaminants promote Parkinson’s disease–associated α-synuclein aggregation | Science Advances,Liddle,10.21203/rs.3.rs-3439102/v1,10.1126/sciadv.adi8716,2024-03-27 00:00:00,before_doi_tracker,doi_tracker,before_doi_tracker,1,,1.0,1,,,W4388757415
ATP13A2 -mediated endo-lysosomal polyamine export counters mitochondrial oxidative stress,Vangheluwe,missing,10.1073/pnas.1922342117,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W3110543229
"ATP13A2 regulates cellular α-synuclein multimerization, membrane association, and externalization",Vangheluwe,missing,10.3390/ijms22052689,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W3135554717
Biomarkers of neurodegeneration and glial activation validated in Alzheimer’s disease assessed in longitudinal cerebrospinal fluid samples of Parkinson’s disease,PPMI,missing,10.1371/journal.pone.0257372,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W3201883528
Ca2+ channels couple spiking to mitochondrial metabolism in substantia nigra dopainergic neurons,Surmeier,missing,10.1126/sciadv.abp8701,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W4298126240
Dopamine transporter imaging predicts clinically-defined α-synucleinopathy in REM sleep behavior disorder,PPMI,missing,10.1002/acn3.51269,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W3118160052
High diagnostic performance of independent alpha-synuclein seed amplification assays for detection of early Parkinson’s disease,PPMI,missing,10.1186/s40478-021-01282-8,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W3212865892
Impact of the dopamine system on long-term cognitive impairment in Parkinson disease: an exploratory study,PPMI,missing,10.1002/mdc3.13751,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W4364360245
Longitudinal Analysis of Multiple Neurotransmitter Metabolites in Cerebrospinal Fluid in Early Parkinson's Disease,PPMI,missing,10.1002/mds.28608,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W3157129664
Parkinson’s disease and cancer: a systematic review and meta-analysis of over 17 million participants,Chen,missing,10.1136/bmjopen-2020-046329,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W3177121370
The longitudinal progression of autonomic dysfunction in Parkinson's disease: A 7-year study,PPMI,missing,10.3389/fneur.2023.1155669,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W4365148465
The Parkinson's disease protein alpha-synuclein is a modulator of processing bodies and mRNA stability,Studer,missing,10.1016/j.cell.2022.05.008,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W4281832698
Updated Percentiles for the University of Pennsylvania Smell Identification Test in Adults 50 Years of Age and Older,PPMI,missing,10.1212/WNL.0000000000207077,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W4322489360
Generation of locus coeruleus norepinephrine neurons from human pluripotent stem cells | Nature Biotechnology,Scherzer,missing,10.1038/s41587-023-01977-4,missing,before_doi_tracker,missing,before_doi_tracker,1,,,1,,,W4388728640
Dopaminergic denervation and associated MRI microstructural changes in the nigrostriatal projection in early Parkinson’s disease patients | npj Parkinson's Disease (nature.com),Vila,missing,10.1038/s41531-023-00586-x,missing,before_doi_tracker,missing,before_doi_tracker,1,removed_not_asap_funded,,1,,,W4387765831
A biological definition of neuronal α-synuclein disease: towards an integrated staging system for research - The Lancet Neurology,PPMI,commentary,10.1016/S1474-4422(23)00405-2,,before_doi_tracker,NA_review,before_doi_tracker,0,,,1,,,W4391090353
Neuronal hyperactivity–induced oxidant stress promotes in vivo α-synuclein brain spreading,Schapira,,10.1126/sciadv.abn0356,,before_doi_tracker,NA_review,before_doi_tracker,0,,,1,,,W4293783041
Generation of the iPSC line FINi002-A from a male Parkinson's disease patient carrying compound heterozygous mutations in the PRKN gene - ScienceDirect,Kirik,NA (lab resource),10.1016/j.scr.2023.103211,,before_doi_tracker,NA_review,before_doi_tracker,0,,,1,630.0,Paid,W4387711107
Generation of human-induced pluripotent-stem-cell-derived cortical neurons for high-throughput imaging of neurite morphology and neuron maturation,Kirik,NA (protocol),10.1016/j.xpro.2023.102325,,before_doi_tracker,NA_review,before_doi_tracker,0,,,1,,,W4380204562
Whole proteome copy number dataset in primary mouse cortical neurons,Alessi,none? review,10.1016/j.dib.2023.109336,,before_doi_tracker,NA_review,before_doi_tracker,0,,,1,,,W4381848193
"A possible role for VPS13-family proteins in bulk lipid transfer, membrane expansion and organelle biogenesis",De Camilli,review,10.1242/jcs.259357,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4221056627
A step forward for LRRK2 inhibitors in Parkinson’s disease,Hardy,review,10.1126/scitranslmed.abq7374,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4282928088
A unifying model for the role of the ATG8 system in autophagy,Hurley,review,10.1242/jcs.258997,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4282006334
Advances in AAV technology for delivering genetically encoded cargo to the nonhuman primate nervous system,Gradinaru,review,10.1016/j.crneur.2023.100086,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4362699913
Bile acids and neurological disease,Schapira,review,10.1016/j.pharmthera.2022.108311,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4309413381
Calcium influx into astrocytes plays a pivotal role in inflammation-driven behaviors - ScienceDirect,Liddle,review,10.1016/j.ceca.2023.102838,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4389331039
Central and Peripheral Inflammation: Connecting the Immune Responses of Parkinson’s Disease,Sulzer,review,10.3233/JPD-223241,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4283364966
Central and peripheral innate and adaptive immunity in Parkinson’s disease | Science Translational Medicine,Liddle,review,10.1126/scitranslmed.adk3225,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4388486600
CRISPR/Cas9-Based Functional Genomics in Human Induced Pluripotent Stem Cell–Derived Models: Can “the Stars Align” for Neurodegenerative Diseases?,Vangheluwe,review,10.1002/mds.28998,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4221130945
Endosomal escape of RNA therapeutics: How do we solve this rate-limiting problem? (cshlp.org),Mobley,review,10.1261/rna.079507.122,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4317600205
From structure to ætiology: a new window on the biology of leucine-rich repeat kinase 2 and Parkinson's disease | Biochemical Journal | Portland Press,Hardy,review,10.1042/BCJ20210383,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W3184877446
Frontiers | Neuronal dysfunction and gene modulation by non-coding RNA in Parkinson’s disease and synucleinopathies (frontiersin.org),Vila,review,10.3389/fncel.2023.1328269,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4390611441
Frontiers | Rethinking the network determinants of motor disability in Parkinson’s disease (frontiersin.org),Surmerier,review,10.3389/fnsyn.2023.1186484,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4382399915
GBA Variants and Parkinson Disease: Mechanisms and Treatments,Schapira,review,10.3390/cells11081261,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4224297855
Genetic variations in GBA1 and LRRK2 genes: Biochemical and clinical consequences in Parkinson disease,Schapira,review,10.3389/fneur.2022.971252,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4290830810
Glucocerebrosidase 1 and leucine-rich repeat kinase 2 in Parkinson disease and interplay between the two genes,Schapira,review,10.1111/jnc.15524,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W3204540093
Impaired dopamine release in Parkinson’s disease,Cragg,review,10.1093/brain/awad064,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4323036321
Inter-organellar Communication in Parkinson's and Alzheimer's Disease: Looking Beyond Endoplasmic Reticulum-Mitochondria Contact Sites,Vangheluwe,review,10.3389/fnins.2022.900338,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4283206225
Isotope tracing in health and disease,Alessi,review,10.1016/j.copbio.2022.102739,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4283208018
Leucine-rich repeat kinase 2 at a glance,Hardy,review,10.1242/jcs.259724,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4386624202
Local diffusion in the extracellular space of the brain - ScienceDirect,Vila,review,10.1016/j.nbd.2022.105981,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4313529249
LRRK2 phosphorylation of Rab GTPases in Parkinson’s disease,Alessi,review,10.1002/1873-3468.14492,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4296162466
Lyso-IP: Uncovering Pathogenic Mechanisms of Lysosomal Dysfunction - PubMed (nih.gov),Vangheluwe,review,10.3390/biom12050616,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4224241428
Mechanisms Controlling Selective Elimination of Damaged Lysosomes - PMC (nih.gov),Harper,review,10.1016/j.cophys.2022.100590,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4293724281
Mechanisms underlying ubiquitin-driven selective mitochondrial and bacterial autophagy: Molecular Cell,Harper,review,10.1016/j.molcel.2022.03.012,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4220684596
Microbes and Parkinson’s disease: from associations to mechanisms: Trends in Microbiology (cell.com),Desjardins,review,10.1016/j.tim.2022.01.004,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4210482530
Microbial amyloids in neurodegenerative amyloid diseases (wiley.com),Liddle,review,10.1111/febs.17023,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4389264036
Mitochondrial degradation: Mitophagy and beyond: Molecular Cell,Hurley,review,10.1016/j.molcel.2023.08.021,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4386757254
Molecular heterogeneity in the substantia nigra: A roadmap for understanding PD motor pathophysiology - PubMed (nih.gov),Awatramani,review,10.1016/j.nbd.2022.105925,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4309078860
Multiple genome alignment in the telomere-to-telomere assembly era | Genome Biology | Full Text (biomedcentral.com),Voet,review,10.1186/s13059-022-02735-6,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4293680421
Neuronal Presentation of Antigen and Its Possible Role in Parkinson’s Disease,Sulzer,review,10.3233/JPD-223153,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4214855533
Neuropathological Features of Gaucher Disease and Gaucher Disease with Parkinsonism,Vangheluwe,review,10.3390/ijms23105842,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4281390096
Orchestration of selective autophagy by cargo receptors,Hurley,review,10.1016/j.cub.2022.11.002,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4312094513
P5B-ATPases in the mammalian polyamine transport system and their role in disease,Vangheluwe,review,10.1016/j.bbamcr.2022.119354,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4294190937
PINK1: From Parkinson’s disease to mitophagy and back again,Hardy,review,10.1371/journal.pbio.3002196,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4382601233
Polyamines in Parkinson's Disease: Balancing Between Neurotoxicity and Neuroprotection - PubMed (nih.gov),Vangheluwe,review,10.1146/annurev-biochem-071322-021330,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4362632568
PTEN-induced kinase 1 (PINK1) and Parkin: Unlocking a mitochondrial quality control pathway linked to Parkinson's disease,Alessi,review,10.1016/j.conb.2021.09.005,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W3209929601
"RBG Motif Bridge-Like Lipid Transport Proteins: Structure, Functions, and Open Questions",De Camilli,review,10.1146/annurev-cellbio-120420-014634,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4383198320
Rodent models based on endolysosomal genes involved in Parkinson's disease,Vangheluwe,review,10.1016/j.conb.2021.09.004,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W3204682936
Role of autophagy pathway in Parkinson’s disease and related Genetic Neurological disorders,Alessi,review,10.1016/j.jmb.2023.168144,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4376272271
Scientific Perspectives: Structural Biology of LRRK2 and its Interaction with Microtubules,Reck-Peterson,review,10.1002/mds.28755,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W3196071261
Sex Distribution of GBA1 Variants Carriers with Dementia with Lewy Bodies and Parkinson's Disease - Toffoli - 2023 - Movement Disorders - Wiley Online Library,Schapira,review,10.1002/mds.29609,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4386945332
"Targeting the GBA1 pathway to slow Parkinson disease: Insights into clinical aspects, pathogenic mechanisms and new therapeutic avenues",Schapira,review,10.1016/j.pharmthera.2023.108419,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4366256886
The chaperone Clusterin in neurodegeneration−friend or foe?,Harper,review,10.1002/bies.202100287,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4229006902
The emerging role of LRRK2 in tauopathies,Hardy,review,10.1042/CS20220067,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4285040643
The immunology of Parkinson’s disease - PMC (nih.gov),Hafler,review,10.1007/s00281-022-00947-3,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4282921514
The pathogenesis of Parkinson's disease - The Lancet,Hardy/Kirik,review,10.1016/S0140-6736(23)01478-2,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4390964116
Therapeutic Potential of PTB Inhibition Through Converting Glial Cells to Neurons in the Brain | Annual Review of Neuroscience (annualreviews.org),Mobley,review,10.1146/annurev-neuro-083022-113120,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4383815147
Toward a standard model for autophagosome biogenesis | Journal of Cell Biology | Rockefeller University Press (rupress.org),Hurley,review,10.1083/jcb.202304011,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4379376257
UniProtExtractR: an app and R package for easily extracting protein-specific UniProtKB information and fine-tuning organelle resolution | Bioinformatics Advances | Oxford Academic (oup.com),Harper,review,10.1093/bioadv/vbad157,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4388422308
Vesicular dysfunction and pathways to neurodegeneration | Essays in Biochemistry | Portland Press,Hardy,review,10.1042/EBC20210034,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4200025093
"Who is at Risk of Parkinson Disease? Refining the Preclinical Phase of GBA1 and LRRK2 Variant Carriers: a Clinical, Biochemical, and Imaging Approach",Schapira,review,10.1007/s11910-023-01259-1,NA_review,before_doi_tracker,NA_review,before_doi_tracker,0,,,,,,W4323348262
Evaluation Of The Rims2 Locus As A Risk Locus For Parkinson’s Disease Dementia,Hardy,10.1101/2021.07.26.21261131,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W3186738626
Towards a phenome-wide view of Parkinson’s disease,Scherzer,10.1101/2022.02.01.22270276,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4210801458
Single-cell transcriptomic and proteomic analysis of Parkinson’s disease Brains,Hafler,10.1101/2022.02.14.480397,10.1126/scitranslmed.abo1997,before_doi_tracker,2024-01-03 00:00:00,before_doi_tracker,hub,1,,1.0,1,,,W4403917815
Sst+ GPi output neurons provide direct feedback to key nodes of the basal ganglia and drive behavioral flexibility,Cragg,10.1101/2022.03.16.484460,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4220818899
Dystonia-Parkinsonism Gene Variants in Individuals with Parkinsonism and Brain Scans without Evidence for Dopaminergic Deficit (SWEDD),PPMI,10.1101/2022.03.21.22271781,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4220883817
Structural and functional landscape of α-synuclein fibril conformations amplified from cerebrospinal fluid,Liddle,10.1101/2022.07.13.499896,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4285393454
LRRK2-G2019S Synergizes with Ageing and Low-Grade Inflammation to Promote Gut and Peripheral Immune Cell Activation that Precede Nigrostriatal Degeneration,Schapira,10.1101/2022.09.01.505977,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4295067826
Distinct adaptations revealed by unbiased proteomic analysis of autophagy cargos in the brain in PINK1 and LRRK2 models of Parkinson’s disease,Hurley,10.1101/2022.10.03.510717,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4301373231
